issuer,sector,short_name,isin,currency,volume_circulation,min_lot,status,issue_date,maturity_date,price,accumulated_coupon,denomination,сoupon,сoupon_once_year,сoupon_type,instrument_type,amort,subord,guarant,high_yield,available_iis,hold_benefit
"ООО ""Ультра""",корпоративные,УльтраБО2 / Ультра обб02,RU000A1078K5,RUB,0.10 RUB,1000,В обращении,21.11.2023,01.11.2027,73.23 / 72.68 / 73.23,0.51,1000,15.41 RUB,12,фиксированный,Облигация,NAN,нет,нет,да,да,да
МФ и НП НСО,субфедеральные/муниципальные,Новосиб 21 / МФ и НП НСО оба21,RU000A102895,RUB,3.00 RUB,600,В обращении,15.10.2020,14.10.2025,91.59 / 91.58 / 91.59,6.44,600,8.75 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"ПАО ""НГК ""Славнефть""",корпоративные,Славнеф2Р4 / НГК Славнефть обб2П04,RU000A104WF9,RUB,10.00 RUB,1000,В обращении,24.06.2022,11.06.2032,92.98 / 92.48 / 92.97,24.19,1000,25.31 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""СОБИ-ЛИЗИНГ""",корпоративные,СОБИЛИЗ1Р4 / СОБИ-ЛИЗИНГ обб1П04,RU000A107EE3,RUB,0.11 RUB,730,В обращении,19.12.2023,03.12.2026,86.72 / 86.18 / 86.87,1.14,730,11.40 RUB,12,фиксированный,Облигация,да,нет,нет,нет,да,да
"АО ""НПФ ""Микран""",корпоративные,МИКРАН БО1 / НПФ Микран обб01,RU000A106F08,RUB,0.50 RUB,1000,В обращении,27.06.2023,23.06.2026,75.31 / 75.3 / 75.77,28.42,1000,31.16 RUB,4,фиксированный,Облигация,NAN,нет,нет,да,да,да
"ООО ""Сибнефтехимтрейд""",корпоративные,СНХТ БО-02 / Сибнефтехимтрейд оббП02,RU000A104DZ7,RUB,0.35 RUB,1000,В обращении,14.01.2022,21.12.2026,100.2 / 99.91 / 100.2,12.81,1000,22.60 RUB,12,плавающий,Облигация,да,нет,нет,нет,да,да
"ООО ""Практика ЛК""",корпоративные,ПрактЛК1Р3 / Практика ЛК оббП03,RU000A108Z77,RUB,1.33 RUB,889.2,В обращении,12.07.2024,02.08.2027,94.05 / 94.19 / 94.81,1.11,889.2,17.82 RUB,12,плавающий,Облигация,да,нет,нет,нет,да,да
"ООО ""НИКА""",корпоративные,НИКА 1Р01 / НИКА обб01,RU000A1050X7,RUB,0.13 RUB,440,"В обращении / <span class=""tag-default"">ДЕФОЛТ</span>",02.08.2022,29.07.2025,13.02 / 13.02 / 14.4,n/a,440,15.36 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"ПАО ""ВымпелКом""",корпоративные,ВымпелК1Р7 / ВымпелКом оббП07,RU000A105WP5,RUB,14.00 RUB,1000,В обращении,03.03.2023,10.12.2029,65.7 / 65.44 / 66.42,7.56,1000,24.56 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""ТЕХНО Лизинг""",корпоративные,ТЕХЛиз 1P3 / ТЕХНО Лизинг оббП03,RU000A102234,RUB,0.23 RUB,900,В обращении,26.08.2020,31.07.2025,91.23 / 90.57 / 91.21,4.01,900,9.25 RUB,12,фиксированный,Облигация,да,нет,нет,да,да,да
"АО ""Уральская Сталь""",корпоративные,УралСт1Р03 / Уральская Сталь оббП03,RU000A107U81,CNY,0.35 CNY,1000,В обращении,22.02.2024,19.02.2026,90 / 89.024 / 90,67.42,1000,17.58 CNY,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""Россельхозбанк""",корпоративные,РСХБ2Р21 / Россельхозбанк обб2П42,RU000A10A729,RUB,7.00 RUB,1000,В обращении,02.12.2024,02.06.2025,100.09 / 100.04 / 100.09,8.88,1000,115.43 RUB,n/a,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""СОБИ-ЛИЗИНГ""",корпоративные,СОБИЛИЗ1Р3 / СОБИ-ЛИЗИНГ обб1П03,RU000A1078H1,RUB,0.11 RUB,730,В обращении,21.11.2023,05.11.2026,82.54 / 82.26 / 82.52,0.34,730,10.50 RUB,12,фиксированный,Облигация,да,нет,нет,нет,да,да
"АО ""СПМК""",корпоративные,СПМК БО-02 / СПМК обб02,RU000A106FN3,RUB,0.30 RUB,1000,В обращении,29.06.2023,08.06.2027,70.88 / 70.33 / 70.82,33.93,1000,35.51 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"ПАО АФК ""Система""",корпоративные,Систем1P20 / АФК Система оббП20,RU000A103372,RUB,10.00 RUB,1000,В обращении,12.05.2021,30.04.2031,69.47 / 69.34 / 69.66,8.99,1000,40.89 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Славянск ЭКО""",корпоративные,СлавЭКО1Р3 / Славянск ЭКО оббП03,RU000A1080Z9,CNY,0.16 CNY,1000,В обращении,14.03.2024,12.03.2026,95.399 / 95.396 / 95.399,1.21,1000,27.42 CNY,4,фиксированный,Облигация,NAN,нет,нет,нет,нет,нет
"ООО ИК ""Айгенис""",корпоративные,АЙГЕНИС-01 / Айгенис обб01,RU000A1098U2,RUB,0.20 RUB,1000,В обращении,15.08.2024,12.02.2026,90.6 / 90.06 / 90.56,21.04,1000,n/a,4,фиксированный,Облигация,NAN,нет,нет,да,да,да
"АО ""ГТЛК""",корпоративные,ГТЛК 1P-16 / ГТЛК оббП16,RU000A101GD3,RUB,5.00 RUB,500,В обращении,27.02.2020,08.02.2035,76.66 / 76.42 / 76.59,2.38,500,8.66 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"ПАО ""НЛМК""",корпоративные,НЛМКЗО26-Д / НЛМК об13,RU000A107EL8,USD,0.28 USD,1000,В обращении,15.02.2024,01.06.2026,92 / 91.0005 / 94.7499,217.26,1000,23.50 USD,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Сергиевское""",корпоративные,СЕРГВ БО-1 / Сергиевское обб01,RU000A1084N7,RUB,0.10 RUB,1000,В обращении,29.03.2024,26.03.2027,80.67 / 80.08 / 81,43.84,1000,49.86 RUB,4,фиксированный,Облигация,да,нет,нет,да,да,да
"ПАО ""ЮГК""",корпоративные,ЮГК 1P2 / Южуралзолото ГК оббП02,RU000A1061L9,CNY,0.60 CNY,1000,В обращении,04.04.2023,01.04.2025,99.14 / 97.53 / 99.4,159.84,1000,27.42 CNY,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Минфин России,государственные,РФ ЗО 30 Д / МинФин Зам 31/03/2030,RU000A10A8E8,USD,8.82 USD,55,В обращении,05.12.2024,01.04.2030,93.5 / 93.5 / 93.8999,n/a,0.06,n/a,2,фиксированный,Облигация,да,нет,нет,нет,да,да
"ООО ""Сибирский КХП""",корпоративные,СибКХП 1P2 / Сибирский КХП оббП02,RU000A107P62,RUB,0.30 RUB,1000,В обращении,29.01.2024,24.01.2028,74.9 / 74.8 / 74.89,25.51,1000,47.37 RUB,4,изменяемый,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Озон""",корпоративные,Озон 1Р02 / Озон оббП02,RU000A106RJ6,RUB,0.70 RUB,1000,В обращении,21.08.2023,17.08.2026,87.97 / 87.48 / 87.94,9.97,1000,32.41 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Завод КЭС""",корпоративные,ЗавдКЭС1Р4 / Завод КЭС оббП04,RU000A106QS9,RUB,0.30 RUB,1000,"В обращении / <span class=""tag-default"">ДЕФОЛТ</span>",15.08.2023,08.08.2028,3.55 / 3.53 / 3.59,n/a,1000,36.15 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"ПАО ""СЭЗ им. Серго Орджоникидзе""",корпоративные,СЭЗ 1P2 / СЭЗ Орджоникидзе оббП02,RU000A102556,RUB,0.50 RUB,1000,В обращении,22.09.2020,14.09.2027,67.9 / 67.52 / 68.03,26.51,1000,26.80 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""СмартФакт""",корпоративные,СмартФ1Р02 / СмартФакт обб1П02,RU000A107EP9,RUB,0.20 RUB,1000,В обращении,19.12.2023,15.12.2026,75.23 / 75.1 / 75.69,46.85,1000,47.37 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Минфин Челябинской области,субфедеральные/муниципальные,Челяб35001 / Челябинская обл. оба01,RU000A102FV5,RUB,4.20 RUB,600,В обращении,08.12.2020,30.11.2027,76.09 / 75.03 / 76.93,1.28,600,8.98 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
Правительство Белгородской области,субфедеральные/муниципальные,БелОб34014 / Белгородская обл. оба14,RU000A101PA0,RUB,1.05 RUB,350,В обращении,22.05.2020,16.05.2025,94.48 / 94.09 / 94.46,1.75,350,5.15 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""ДОМ.РФ""",корпоративные,ДОМ 1P-16R / ДОМ.РФ оббП16,RU000A106CN0,RUB,15.00 RUB,1000,В обращении,08.06.2023,05.06.2025,94.7 / 94.36 / 94.7,2.73,1000,45.13 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""АгроДом""",корпоративные,Агродом01 / АгроДом обб01,RU000A109AU3,RUB,0.20 RUB,1000,В обращении,27.08.2024,22.02.2028,92.98 / 88.83 / 92.98,14.79,1000,67.32 RUB,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
"АО ""Россельхозбанк""",корпоративные,РСХБ БО8 / Россельхозбанк обб08,RU000A0JV805,RUB,10.00 RUB,1000,В обращении,11.02.2015,29.01.2025,99.5 / 99.49 / 99.5,19.32,1000,37.40 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Центр-резерв""",корпоративные,ЦР БО-02 / Центр-резерв обб02,RU000A1056T2,RUB,0.07 RUB,750,В обращении,15.09.2022,25.08.2026,82.46 / 81.81 / 82.86,4.81,750,11.10 RUB,12,фиксированный,Облигация,да,нет,нет,нет,да,да
"ПАО ""Газпром нефть""",корпоративные,Газпн3P11R / Газпром нефть обб3П11,RU000A107UX9,RUB,20.00 RUB,1000,В обращении,28.02.2024,24.02.2027,97.5 / 97.34 / 97.5,11.55,1000,n/a,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Биннофарм Групп""",корпоративные,БинФарм1P2 / Биннофарм Групп оббП02,RU000A104Z71,RUB,3.00 RUB,1000,В обращении,21.07.2022,02.07.2037,96.43 / 96.13 / 96.61,31.23,1000,47.37 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Вита Лайн""",корпоративные,ВитаЛ 1Р03 / Вита Лайн оббП03,RU000A1036X6,RUB,0.60 RUB,1000,В обращении,03.06.2021,29.05.2025,94.37 / 94.27 / 94.38,4.93,1000,24.93 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""СПМК""",корпоративные,СПМК БО-01 / СПМК обб01,RU000A105BW5,RUB,0.20 RUB,1000,В обращении,27.10.2022,23.10.2025,92.98 / 92.98 / 93.11,26.14,1000,44.88 RUB,4,фиксированный,Облигация,да,нет,нет,да,да,да
"ООО ""Завод КЭС""",корпоративные,ЗавдКЭС1Р5 / Завод КЭС оббП05,RU000A107U40,RUB,0.20 RUB,1000,"В обращении / <span class=""tag-default"">ДЕФОЛТ</span>",22.02.2024,15.02.2029,3.65 / 3.65 / 3.72,n/a,1000,47.37 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"АО ""Лазерные системы""",корпоративные,ЛАЗСИСТ-01 / Лазерные системы обб01,RU000A109JX8,RUB,0.20 RUB,1000,В обращении,17.09.2024,02.09.2027,95.91 / 94.13 / 95.9,n/a,1000,20.75 RUB,12,плавающий,Облигация,NAN,нет,нет,нет,да,да
"НАО ПКО ""ПКБ""",корпоративные,ПКБ 1Р-02 / ПКБ оббП02,RU000A103RJ3,RUB,0.60 RUB,400,В обращении,24.09.2021,19.09.2025,94.48 / 94.33 / 94.48,10.25,400,10.72 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
МЭФ Московской области,субфедеральные/муниципальные,МосОб35016 / МЭФ Московской обл. оба16,RU000A102G35,RUB,15.00 RUB,500,В обращении,08.12.2020,30.11.2027,82.45 / 81.73 / 82.45,1.06,500,7.42 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"ПАО ""РусГидро""",корпоративные,РусГидБП10 / РусГидро оббП10,RU000A106037,RUB,10.00 RUB,1000,В обращении,27.03.2023,20.03.2028,97.79 / 96.82 / 97.76,46.72,1000,50.61 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Минфин РБ,субфедеральные/муниципальные,Башкорт23 / Минфин РБ оба13,RU000A106FT0,RUB,5.50 RUB,1000,В обращении,04.07.2023,30.06.2026,85.2 / 85.15 / 85.2,19.47,1000,23.31 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
Банк ГПБ (АО),корпоративные,ГПБ001P21P / ГПБ оббП20,RU000A104B46,RUB,30.00 RUB,1000,В обращении,27.12.2021,29.12.2031,92.88 / 92.54 / 92.89,43.82,1000,46.63 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Проект 111""",корпоративные,Пркт1111Р1 / Проект 111 оббП01,RU000A106U90,RUB,0.50 RUB,1000,В обращении,07.09.2023,03.09.2026,79.2 / 78.56 / 79.2,4.37,1000,36.15 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Минфин РБ,субфедеральные/муниципальные,Башкорт21 / Минфин РБ оба12,RU000A103DN5,RUB,7.00 RUB,700,В обращении,13.07.2021,07.07.2026,86.36 / 85.99 / 86.36,10.12,700,13.35 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
Министерство финансов Калининградской области,субфедеральные/муниципальные,КалинОбл20 / Калининградская обл. оба03,RU000A102KN2,RUB,2.00 RUB,700,В обращении,23.12.2020,16.06.2027,77.89 / 77.51 / 77.89,10.41,700,10.65 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"ПАО ""МТС""",корпоративные,МТС 2P-04 / МТС обб2П04,RU000A1083U4,RUB,17.00 RUB,1000,В обращении,28.03.2024,23.09.2027,93.01 / 93.01 / 93.22,46.74,1000,n/a,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""СИБУР Холдинг""",корпоративные,СибурХ Б03 / СИБУР Холдинг обб03,RU000A103DS4,RUB,10.00 RUB,1000,В обращении,13.07.2021,01.07.2031,91.51 / 91.5 / 91.69,33.53,1000,38.15 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""МегаФон""",корпоративные,Мегафон2P4 / МегаФон обб2П04,RU000A108QA3,RUB,10.00 RUB,1000,В обращении,18.06.2024,15.12.2026,98.5 / 98.34 / 98.5,51.95,1000,52.55 RUB,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
"ООО ""ТД РКС""",корпоративные,РКС2Р2 / ТД РКС обб2П02,RU000A104KS7,RUB,0.10 RUB,1000,В обращении,22.02.2022,18.02.2025,99.08 / 99.08 / 99.15,11.1,1000,37.40 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
