issuer,sector,short_name,isin,currency,volume_circulation,min_lot,status,issue_date,maturity_date,price,accumulated_coupon,denomination,сoupon,сoupon_once_year,сoupon_type,instrument_type,amort,subord,guarant,high_yield,available_iis,hold_benefit
"АО ""СИМПЛ СОЛЮШНЗ КЭПИТЛ""",корпоративные,СИМПЛСК1Р1 / СИМПЛ СОЛЮШНЗ КЭПИТЛ оббП01,RU000A107SG8,RUB,0.50 RUB,1000,В обращении,15.02.2024,26.12.2033,86.99 / 86.6 / 86.99,3.29,1000,19.73 RUB,12,плавающий,Облигация,NAN,нет,нет,нет,да,да
"АО ""Росагролизинг""",корпоративные,Росагрл2Р1 / Росагролизинг оббП01,RU000A108KT6,RUB,7.00 RUB,1000,В обращении,31.05.2024,04.07.2029,91.21 / 91.2 / 91.21,7.95,1000,18.95 RUB,12,плавающий,Облигация,да,нет,нет,нет,да,да
"ОАО ""РЖД""",корпоративные,РЖДЗО26-2Р / РЖД об3П02,RU000A1084Q0,RUB,14.57 RUB,100000,В обращении,29.05.2024,10.09.2026,76.55 / 76.7 / 76.99,2046.67,100000,3837.50 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""МК Лизинг""",корпоративные,МКЛизинг1 / Мани Капитал Лизинг обб01,RU000A107720,RUB,0.35 RUB,1000,В обращении,14.11.2023,10.11.2026,86.77 / 86.51 / 86.77,12.57,1000,14.99 RUB,12,фиксированный,Облигация,да,нет,нет,да,да,да
"ООО ""ОЙЛ РЕСУРС ГРУПП""",корпоративные,ОйлРесур01 / ОЙЛ РЕСУРС ГРУПП обб01,RU000A108B83,RUB,1.00 RUB,1000,В обращении,22.04.2024,07.04.2027,71.16 / 71.15 / 71.49,16.11,1000,17.26 RUB,12,изменяемый,Облигация,NAN,нет,нет,нет,да,да
"ООО ""СмартФакт""",корпоративные,СмартФ1Р01 / СмартФакт обб1П01,RU000A106CM2,RUB,0.15 RUB,1000,В обращении,08.06.2023,04.06.2026,74.23 / 74 / 74.23,4.75,1000,39.27 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ОАО ""РЖД""",корпоративные,РЖДЗО25-2Р / РЖД об3П04,RU000A1089T3,RUB,9.99 RUB,100000,В обращении,14.06.2024,06.10.2025,89 / 88.91 / 89,1760,100000,4400.00 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""Сегежа Групп""",корпоративные,Сегежа3P3R / Сегежа обб3П03,RU000A107BP5,RUB,4.54 RUB,1000,В обращении,06.12.2023,02.09.2026,77.32 / 75.08 / 76.99,8.12,1000,n/a,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,СберИОС187 / Сбербанк оббП190,RU000A1017Q0,RUB,1.60 RUB,1000,В обращении,23.01.2020,29.01.2025,132.5 / 132.5 / 133,n/a,1000,0.50 RUB,n/a,фиксированный,Облигация,NAN,да,нет,нет,да,да
"АО ""ГТЛК""",корпоративные,ГТЛК 1P-09 / ГТЛК оббП09,RU000A0ZZ1J8,RUB,10.00 RUB,1000,В обращении,06.04.2018,18.03.2033,91.8 / 90.86 / 91.88,47.12,1000,53.60 RUB,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
"ООО ""ПКО ""АСВ""",корпоративные,АСВ 1Р01 / ПКО АСВ оббП01,RU000A106RB3,RUB,0.20 RUB,1000,В обращении,18.08.2023,14.08.2026,75.29 / 74.86 / 75.27,14.44,1000,42.38 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""ТрансФин-М""",корпоративные,ТрансФ1P04 / ТрансФин-М оббП04,RU000A0ZYEB1,RUB,9.23 RUB,1000,В обращении,26.10.2017,14.10.2027,72.33 / 72.22 / 72.58,16.44,1000,49.86 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""МГКЛ""",корпоративные,МГКЛ 1P1 / МГКЛ Обб01,RU000A104XJ9,RUB,0.15 RUB,1000,В обращении,05.07.2022,29.12.2026,112.22 / 112.22 / 113.86,58.3,1000,69.81 RUB,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""РусГидро""",корпоративные,РусГидрБП6 / РусГидро оббП06,RU000A1057P8,RUB,20.00 RUB,1000,В обращении,20.09.2022,15.09.2026,80.26 / 79.91 / 80.37,20.96,1000,42.38 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""Северсталь""",корпоративные,СеверстБ06 / Северсталь обб06,RU000A1008W7,RUB,10.00 RUB,1000,В обращении,09.04.2019,27.03.2029,84 / 83.93 / 84.11,18.01,1000,43.13 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Хайтэк-Интеграция""",корпоративные,ХайТэк 01 / Хайтэк-Интеграция обб01,RU000A104TM1,RUB,0.15 RUB,1000,В обращении,19.05.2022,15.05.2025,99.49 / 99.42 / 99.49,21.92,1000,62.33 RUB,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
Минфин России,государственные,РФ ЗО 26 Д / МинФин Зам 27/05/2026,RU000A10A810,USD,3.00 USD,200000,В обращении,05.12.2024,27.05.2026,91.5 / 91.3 / 91.9,52119.49,200000,4750.00 USD,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""ПЛАЗА-Телеком""",корпоративные,PLAZA BO01 / ПЛАЗА-Телеком обб01,RU000A106YD5,RUB,0.20 RUB,1000,В обращении,27.09.2023,23.09.2026,73.83 / 73.95 / 74.31,38.53,1000,42.76 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Охта Групп""",корпоративные,ОхтаГрБП03 / Охта Групп оббП03,RU000A1070A3,RUB,0.50 RUB,1000,В обращении,11.10.2023,07.10.2026,74.94 / 74.94 / 75.55,29.81,1000,39.89 RUB,4,изменяемый,Облигация,NAN,нет,нет,да,да,да
"МКПАО ""ОК РУСАЛ""",корпоративные,РУСАЛ БО05 / МКПАО ОК РУСАЛ обб05,RU000A105104,CNY,2.00 CNY,1000,В обращении,03.08.2022,28.07.2027,98.2583 / 96.0001 / 97.2499,448.66,1000,42.38 CNY,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ПКО ""АйДи Коллект""",корпоративные,АйДиКоле07 / ПКО АйДи Коллект обб05,RU000A108L65,RUB,0.50 RUB,1000,В обращении,04.06.2024,20.05.2027,84.15 / 84.15 / 84.23,7.81,1000,15.62 RUB,12,фиксированный,Облигация,да,нет,нет,нет,да,да
"ООО ""ПЗ ""Пушкинское""",корпоративные,ПушкПЗ1Р02 / Племзавод Пушкинское обб1П02,RU000A107LU4,RUB,0.20 RUB,1000,В обращении,23.01.2024,16.01.2029,67.62 / 67.62 / 68.37,33.15,1000,54.85 RUB,4,плавающий,Облигация,да,нет,нет,нет,да,да
"ПАО ""ГК ""Самолет""",корпоративные,Самолет1P6 / ГК Самолет оббП06,RU000A100QA0,RUB,0.50 RUB,1000,В обращении,14.08.2019,01.08.2029,88.69 / 88.6 / 88.69,19.18,1000,43.63 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""РОСНАНО""",корпоративные,РОСНАНО 8 / РОСНАНО об08,RU000A1008V9,RUB,13.40 RUB,1000,В обращении,08.04.2019,27.03.2028,80.1 / 80.1 / 80.44,38.25,1000,90.40 RUB,2,плавающий,Облигация,NAN,нет,да/государство,нет,да,да
"ООО ""Ю Ди Пи Авто""",корпоративные,ЮДПАвтО Б1 / Ю Ди Пи Авто обб01,RU000A108CE5,RUB,0.14 RUB,1000,В обращении,27.04.2024,02.04.2029,80.15 / 80.16 / 80.3,11.5,1000,15.00 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""ССМ""",корпоративные,ССМ-01 / СтройСистемМеханиз обб01,RU000A109KK3,RUB,0.10 RUB,1000,В обращении,19.09.2024,16.09.2027,88.24 / 88 / 88.16,60.27,1000,62.33 RUB,4,фиксированный,Облигация,NAN,нет,нет,да,да,да
"АО ""Авто Финанс Банк""",корпоративные,АФБАНК1Р10 / Авто Финанс Банк оббП10,RU000A105HN1,RUB,7.00 RUB,1000,В обращении,29.11.2022,01.12.2025,88.9 / 88.76 / 88.9,4.65,1000,53.15 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Байсэл""",корпоративные,Байсэл 1Р2 / Байсэл обб1П02,RU000A109SM2,RUB,0.03 RUB,1000,В обращении,15.10.2024,12.10.2027,89.03 / 89 / 89.03,44.59,1000,65.45 RUB,4,фиксированный,Облигация,да,нет,нет,да,да,да
минфин АО,субфедеральные/муниципальные,Амур 24001 / Минфина Амурской обл об01,RU000A10AAU6,RUB,2.94 RUB,1000,В обращении,12.12.2024,14.12.2026,100.82 / 100.8 / 100.82,2.85,1000,22.08 RUB,12,плавающий,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Агротек""",корпоративные,АГТК БО-03 / Агротек обб03,RU000A106YL8,RUB,0.15 RUB,1000,В обращении,28.09.2023,24.06.2027,76.45 / 75.86 / 76.45,36.62,1000,41.14 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"ПАО ""Ростелеком""",корпоративные,Ростел2P13 / Ростелеком обб2П13,RU000A107910,RUB,15.00 RUB,1000,В обращении,24.11.2023,20.02.2026,92.88 / 93.11 / 93.59,8.45,1000,32.04 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Электрощит-Стройсистема""",корпоративные,ЭлщитСтБП2 / Электрощит-Стройсистема обб02,RU000A101UD4,RUB,0.50 RUB,1000,В обращении,29.06.2020,23.06.2025,90.42 / 90.63 / 91.1,29.92,1000,32.41 RUB,4,фиксированный,Облигация,NAN,нет,нет,да,да,да
"МКПАО ""ОК РУСАЛ""",корпоративные,РУСАЛ 1Р6 / МКПАО ОК РУСАЛ оббП06,RU000A107RH8,CNY,1.00 CNY,1000,В обращении,07.02.2024,05.08.2026,90.9557 / 90.1999 / 90.9557,110.14,1000,17.95 CNY,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""ЗАСЛОН""",корпоративные,ЗАСЛОН 1Р1 / ЗАСЛОН оббП01,RU000A1064X8,RUB,1.00 RUB,1000,В обращении,20.04.2023,16.04.2026,82.75 / 82.32 / 82.55,20.55,1000,62.33 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО АФК ""Система""",корпоративные,СистемБ1P5 / АФК Система оббП05,RU000A0JWZY6,RUB,10.00 RUB,1000,В обращении,25.11.2016,13.11.2026,91.5 / 91.31 / 91.5,12.57,1000,36.90 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""ИНК-Капитал""",корпоративные,sКапиталР1 / ИНК-Капитал оббП01,RU000A104A39,RUB,5.00 RUB,1000,В обращении,17.12.2021,11.12.2026,79.2 / 79.02 / 79.2,0.84,1000,51.11 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Простая еда""",корпоративные,ЕДА-01 / Простая еда обб1П01,RU000A1099W6,RUB,0.20 RUB,1000,В обращении,23.08.2024,20.08.2027,99.32 / 99 / 99.31,15.12,1000,57.34 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""Ростелеком""",корпоративные,Ростел2P6R / Ростелеком обб2П06,RU000A103EZ7,RUB,15.00 RUB,1000,В обращении,23.07.2021,17.07.2026,80.27 / 80.08 / 80.27,31.64,1000,38.39 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""ДиректЛизинг""",корпоративные,ДрктЛиз2Р2 / ДиректЛизинг обб2П02,RU000A1078X8,RUB,0.24 RUB,799.6,В обращении,23.11.2023,27.10.2028,87.81 / 87.81 / 87.97,15.25,799.6,15.77 RUB,12,плавающий,Облигация,да,нет,нет,нет,да,да
Банк ГПБ (АО),корпоративные,ГПБ003P01P / ГПБ обб3П01,RU000A106YH6,RUB,3.40 RUB,1000,В обращении,27.09.2023,27.09.2033,80.62 / 80.18 / 80.48,26.3,1000,59.51 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Сибэнергомаш - БКЗ""",корпоративные,СибЭнМаш01 / Сибэнергомаш - БКЗ об01,RU000A104K37,RUB,0.30 RUB,1000,В обращении,17.02.2022,13.02.2025,97.69 / 97.69 / 97.7,13.15,1000,37.40 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""А Девелопмент""",корпоративные,AAG-01 / А Девелопмент об01,RU000A104FX7,RUB,0.30 RUB,1000,В обращении,27.01.2022,23.01.2025,97.44 / 97.26 / 97.44,20.11,1000,34.53 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Агротек""",корпоративные,АГТК БО-04 / Агротек обб04,RU000A1083X8,RUB,0.07 RUB,1000,В обращении,28.03.2024,22.03.2029,68.72 / 68.75 / 70.04,39.95,1000,44.88 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"АО ""ХК ""МЕТАЛЛОИНВЕСТ""",корпоративные,МЕТАЛИН1P8 / ХК МЕТАЛЛОИНВЕСТ оббП08,RU000A108WY1,RUB,10.00 RUB,1000,В обращении,05.07.2024,13.01.2027,97.13 / 96.42 / 96.89,40.75,1000,n/a,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""КАМАЗ""",корпоративные,КАМАЗ БП10 / КАМАЗ оббП10,RU000A104ZC9,RUB,7.00 RUB,1000,В обращении,22.07.2022,18.07.2025,99.95 / 99.96 / 100.01,32.65,1000,50.36 RUB,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
"ПАО АФК ""Система""",корпоративные,Систем1P15 / АФК Система оббП15,RU000A1023K1,RUB,10.00 RUB,1000,В обращении,07.09.2020,26.08.2030,89.27 / 89.27 / 89.69,54.66,1000,94.74 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Минфин Нижегородской области,субфедеральные/муниципальные,НижгорОб15 / Нижегородская обл. оба15,RU000A102DS6,RUB,7.00 RUB,700,В обращении,24.11.2020,27.05.2026,84.78 / 84.37 / 84.75,3.16,700,10.65 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"ООО ""СОПФ ДОМ.РФ""",корпоративные,sСОПФДОМ6 / СОПФ ДОМ.РФ обП06,RU000A106P97,RUB,30.00 RUB,1000,В обращении,31.08.2023,26.08.2027,94.99 / 93.32 / 94.78,10.9,1000,n/a,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
"ОАО ""РЖД""",корпоративные,РЖД 1Р-21R / РЖД оббП21,RU000A102QP4,RUB,20.00 RUB,1000,В обращении,08.02.2021,11.06.2027,73.27 / 73 / 73.27,0.56,1000,34.16 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""ПЛАЗА-Телеком""",корпоративные,PLAZABO-02 / ПЛАЗА-Телеком обб02,RU000A108E80,RUB,0.10 RUB,1000,В обращении,14.05.2024,10.05.2028,72.2 / 71.82 / 72.43,18.63,1000,49.86 RUB,4,фиксированный,Облигация,NAN,нет,нет,да,да,да
"ООО ""ИКС 5 ФИНАНС""",корпоративные,ИКС5Фин3P5 / ИКС 5 ФИНАНС обб3П05,RU000A108LU2,RUB,10.00 RUB,1000,В обращении,07.06.2024,26.05.2034,99.9 / 98.9 / 99.9,6.05,1000,n/a,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
"АО ""Группа компаний ""Медси""",корпоративные,Медси 1P03 / Группа компаний Медси оббП03,RU000A106K27,RUB,3.00 RUB,1000,В обращении,17.07.2023,28.06.2038,88.2 / 87.59 / 88.2,17.95,1000,25.93 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""ЛК ""Европлан""",корпоративные,Европлн1Р4 / ЛК Европлан оббП04,RU000A103S14,RUB,1.40 RUB,200,В обращении,28.09.2021,25.03.2025,98.31 / 98.01 / 98.31,4,200,4.39 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"ООО ""Мой Самокат""",корпоративные,Самокат02 / Мой Самокат обб02,RU000A109R50,RUB,0.30 RUB,1000,В обращении,08.10.2024,23.09.2027,98.3 / 97.49 / 98.29,5.67,1000,18.90 RUB,12,фиксированный,Облигация,да,нет,нет,нет,да,да
"ООО ""МСБ-Лизинг""",корпоративные,МСБЛиз3P01 / МСБ-Лизинг обб2П01,RU000A106D18,RUB,0.22 RUB,749.98,В обращении,13.06.2023,28.05.2026,87.39 / 87.39 / 87.78,3.33,749.98,8.32 RUB,12,фиксированный,Облигация,да,нет,нет,да,да,да
"ООО ""Маныч-Агро""",корпоративные,Маныч01 / Маныч-Агро обб01,RU000A1032D7,RUB,0.15 RUB,500,В обращении,30.04.2021,25.04.2025,96.64 / 96.41 / 96.55,8.55,500,14.96 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"ООО ""НИКА""",корпоративные,НИКА 1Р03 / НИКА оббП03,RU000A107SH6,RUB,0.20 RUB,1000,"В обращении / <span class=""tag-default"">ДЕФОЛТ</span>",15.02.2024,08.02.2029,3.12 / 3.09 / 3.2,n/a,1000,47.37 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"ООО ""ХРОМОС Инжиниринг""",корпоративные,iХРОМОС Б1 / ХРОМОС Инжиниринг обб01,RU000A108405,RUB,0.50 RUB,1000,В обращении,28.03.2024,07.03.2028,93.32 / 93 / 93.22,11.5,1000,15.00 RUB,12,фиксированный,Облигация,да,нет,нет,нет,да,да
"ОАО ""РЖД""",корпоративные,РЖД 1Р-06R / РЖД оббП06,RU000A0ZZ4P9,RUB,15.00 RUB,1000,В обращении,23.04.2018,04.04.2033,95.4 / 95.12 / 95.4,16.31,1000,47.12 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""МСБ-Лизинг""",корпоративные,МСБЛиз3P03 / МСБ-Лизинг обб2П03,RU000A108AJ8,RUB,0.27 RUB,966.67,В обращении,18.04.2024,05.04.2027,86.91 / 86.66 / 86.92,0.92,966.67,14.30 RUB,12,фиксированный,Облигация,да,нет,нет,да,да,да
"ООО ""ПРОМОМЕД ДМ""",корпоративные,iПМЕДДМ2Р1 / ПРОМОМЕД ДМ обб2П01,RU000A1061A2,RUB,3.50 RUB,1000,В обращении,31.03.2023,27.03.2026,84.47 / 84.4 / 84.49,26.41,1000,60.08 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""Ростелеком""",корпоративные,Ростел2P10 / Ростелеком обб2П10,RU000A105UU9,RUB,10.00 RUB,1000,В обращении,15.02.2023,11.02.2026,86.99 / 86.76 / 86.99,8.32,1000,22.94 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",корпоративные,МКБ ЗО26-1 / МКБ об22,RU000A107R03,EUR,0.21 EUR,1000,В обращении,26.04.2024,21.01.2026,89.4862 / 87 / 89.4777,3087.93,1000,31.00 EUR,1,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ОАО ""РЖД""",корпоративные,РЖД 1Р-07R / РЖД оббП07,RU000A0ZZ9R4,RUB,10.00 RUB,1000,В обращении,14.06.2018,26.05.2033,96.88 / 96.71 / 96.98,4.97,1000,82.27 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Министерство финансов Калининградской области,субфедеральные/муниципальные,КалинОбл17 / Калининградская обл. оба02,RU000A0ZYKU8,RUB,2.00 RUB,700,В обращении,19.12.2017,17.12.2024,100 / 99.97 / 100,14.53,700,14.68 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Элемент Лизинг""",корпоративные,ЭлемЛиз1P8 / Элемент Лизинг оббП08,RU000A108C58,RUB,2.42 RUB,806.1,В обращении,26.04.2024,12.04.2027,92 / 92 / 92.99,8.48,806.1,10.60 RUB,12,фиксированный,Облигация,да,нет,нет,нет,да,да
"ПАО ""ММЦБ""",корпоративные,ММЦБ П01-2 / ММЦБ оббП02,RU000A105054,RUB,0.20 RUB,1000,В обращении,02.08.2022,26.01.2027,78.12 / 78.1 / 78.12,53.32,1000,69.81 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ЛК ""Роделен""",корпоративные,Роделен1P4 / ЛК Роделен оббП04,RU000A105SK4,RUB,0.25 RUB,1000,В обращении,31.01.2023,13.01.2028,89.55 / 89.28 / 89.55,9.59,1000,11.51 RUB,12,фиксированный,Облигация,да,нет,нет,да,да,да
"ООО ""Лизинг-Трейд""",корпоративные,ЛТрейд 1P3 / Лизинг-Трейд оббП03,RU000A1034X1,RUB,0.50 RUB,1000,В обращении,26.05.2021,30.04.2026,79.94 / 79.7 / 79.84,3.01,1000,9.04 RUB,12,фиксированный,Облигация,да,нет,нет,нет,да,да
"Государственная компания ""Автодор""",корпоративные,Автодор4Р4 / Автодор обб4П04,RU000A106C92,RUB,4.00 RUB,1000,В обращении,06.06.2023,30.05.2028,80.68 / 80.25 / 80.85,3.62,1000,50.71 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""МГКЛ""",корпоративные,МГКЛ 1P4 / МГКЛ оббП04,RU000A106MV2,RUB,0.30 RUB,1000,В обращении,01.08.2023,25.01.2028,71.9 / 70.82 / 71.71,21.04,1000,39.89 RUB,4,фиксированный,Облигация,NAN,нет,нет,да,да,да
"ООО ""ЛайфСтрим""",корпоративные,ЛайфСтр П2 / ЛайфСтрим оббП02,RU000A1068S9,RUB,0.50 RUB,1000,В обращении,18.05.2023,11.05.2028,68.49 / 68.58 / 68.94,11.84,1000,33.66 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
Правительство Белгородской области,субфедеральные/муниципальные,БелОб34016 / Белгородская обл. оба16,RU000A1025F6,RUB,0.27 RUB,60,В обращении,24.09.2020,18.09.2025,89.68 / 89.61 / 89.66,0.82,60,0.85 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""АЛЬФА-БАНК""",корпоративные,АЛЬФАБ ЗО2 / АЛЬФА-БАНК об09,RU000A107A69,RUB,8.44 RUB,100000,В обращении,27.12.2023,04.08.2025,90.9 / 90.73 / 91,2812.92,100000,3925.00 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""НК ""Роснефть""",корпоративные,Роснфт2P3 / Роснефть обб2П03,RU000A0ZYLG5,RUB,30.00 RUB,1000,В обращении,21.12.2017,09.12.2027,87.93 / 87.53 / 87.93,1.02,1000,46.37 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""ВСК""",корпоративные,ВСК 1P-02R / ВСК обб02,RU000A104362,RUB,7.50 RUB,1000,В обращении,23.11.2021,17.11.2026,79.31 / 79.31 / 79.32,7.06,1000,47.62 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""ЭкономЛизинг""",корпоративные,ЭконЛиз1Р7 / ЭкономЛизинг оббП07,RU000A107SX3,RUB,0.09 RUB,1000,В обращении,19.02.2024,15.02.2027,68 / 67.47 / 68,13.81,1000,44.88 RUB,4,изменяемый,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Лизинг-Трейд""",корпоративные,ЛТрейд 1P7 / Лизинг-Трейд оббП07,RU000A105WZ4,RUB,0.15 RUB,1000,В обращении,07.03.2023,09.02.2028,65.34 / 65.1 / 65.3,7.95,1000,11.92 RUB,12,фиксированный,Облигация,да,нет,нет,нет,да,да
"ООО ПКО ""АйДи Коллект""",корпоративные,АйДиКоле02 / ПКО Айди Коллект об02,RU000A104JV3,RUB,0.55 RUB,1000,В обращении,16.02.2022,31.01.2025,98.31 / 98.31 / 98.71,6.33,1000,13.56 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""СОПФ ДОМ.РФ""",корпоративные,sСОПФДОМ3 / СОПФ ДОМ.РФ обП03,RU000A105B03,RUB,15.00 RUB,1000,В обращении,18.10.2022,17.11.2025,90.59 / 90.58 / 90.59,8.41,1000,49.09 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""СОБИ-ЛИЗИНГ""",корпоративные,СОБИЛИЗ1Р2 / СОБИ-ЛИЗИНГ обб1П02,RU000A106AK0,RUB,0.11 RUB,550,В обращении,30.05.2023,14.05.2026,82.17 / 82.17 / 82.59,5.6,550,6.46 RUB,12,фиксированный,Облигация,да,нет,нет,нет,да,да
Банк ГПБ (АО),корпоративные,ГПБ005P12P / ГПБ обб5П12,RU000A108VL0,RUB,0.54 RUB,1000,В обращении,01.07.2024,01.02.2028,95.4 / 92.31 / 93.96,8.84,1000,18.26 RUB,12,плавающий,Облигация,NAN,нет,нет,нет,да,да
"АО ""Кириллица""",корпоративные,Кириллица2 / Кириллица обб01,RU000A106L67,RUB,0.30 RUB,1000,В обращении,24.07.2023,08.07.2026,77.32 / 77.35 / 78.2,0.45,1000,13.56 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""ЕнисейАгроСоюз""",корпоративные,ЕАС 1P1 / ЕнисейАгроСоюз оббП01,RU000A107R29,RUB,0.40 RUB,1000,В обращении,06.02.2024,30.01.2029,98.39 / 98.39 / 98.89,28.08,1000,62.33 RUB,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
"КБ ""Ренессанс Кредит"" (ООО)",корпоративные,РенКредБО4 / Ренессанс Кредит обб04,RU000A102H83,RUB,2.00 RUB,1000,В обращении,15.12.2020,15.12.2025,84.69 / 84.04 / 84.69,0.32,1000,57.66 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Патриот Групп""",корпоративные,ПАТРИОТ 01 / Патриот Групп обб01,RU000A105AX5,RUB,0.20 RUB,1000,В обращении,18.10.2022,14.10.2025,89.11 / 88.46 / 89.11,27.18,1000,39.89 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""РусГидро""",корпоративные,РусГидБП11 / РусГидро оббП11,RU000A106GD2,RUB,15.00 RUB,1000,В обращении,04.07.2023,31.03.2026,85.49 / 85.36 / 85.49,19.78,1000,23.68 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Газпром капитал""",корпоративные,ГазпромКБ4 / Газпром капитал обб04,RU000A0ZYV04,RUB,10.00 RUB,1000,В обращении,27.02.2018,15.02.2028,97.46 / 97.27 / 97.46,23.12,1000,35.65 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Банк ВТБ (ПАО),корпоративные,ВТБ Б1-362 / Банк ВТБ оббП362,RU000A109KJ5,RUB,0.22 RUB,1000,В обращении,19.09.2024,18.09.2025,100.89 / 99.5 / 100.89,44.72,1000,46.25 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
МЭФ Московской области,субфедеральные/муниципальные,МосОб34014 / МЭФ Московской обл. оба14,RU000A101WL3,RUB,28.00 RUB,400,В обращении,14.07.2020,08.07.2025,91.2 / 91.19 / 91.2,4.35,400,5.73 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Кузина""",корпоративные,Кузина1P02 / Кузина оббП02,RU000A1065H8,RUB,0.07 RUB,1000,В обращении,25.04.2023,05.04.2027,35.96 / 35.66 / 35.96,0.41,1000,12.33 RUB,12,фиксированный,Облигация,да,нет,нет,нет,да,да
"АО ""АЛЬФА-БАНК""",корпоративные,АЛЬФАБ2Р20 / АЛЬФА-БАНК обб2П20,RU000A105NH1,CNY,0.85 CNY,1000,В обращении,22.12.2022,23.12.2024,100.02 / 99.9901 / 100.03,19.29,1000,20.05 CNY,2,фиксированный,Облигация,NAN,нет,нет,нет,нет,нет
